Hostname,URL,Title,Visit Time,Visit Count,Visited From,Visit Type,Web Browser,User Profile,Browser Profile,URL Length,Typed Count
INBANL-PC0EAQF5,https://blog.leanstack.com/traction-is-the-one-metric-to-rule-them-all-6da55044a9e4,Traction is the One Metric to Rule Them All,10/6/2017 13:39,4,https://www.google.co.in/url?sa=t&rct=j&q=&esrc=s&source=web&cd=2&cad=rja&uact=8&ved=0ahUKEwjz9_3MxdvWAhWMro8KHf7vBgcQFggqMAE&url=https%3A%2F%2Fblog.leanstack.com%2Ftraction-is-the-one-metric-to-rule-them-all-6da55044a9e4&usg=AOvVaw3sdTPfjInF9wQgxu37f4AG,Link,Chrome,dharanidharanss,Default,83,0
INBANL-PC0EAQF5,https://blog.leanstack.com/traction-is-the-one-metric-to-rule-them-all-6da55044a9e4,Traction is the One Metric to Rule Them All,10/6/2017 13:39,4,,Link,Chrome,dharanidharanss,Default,83,0
INBANL-PC0EAQF5,https://blog.leanstack.com/traction-is-the-one-metric-to-rule-them-all-6da55044a9e4,Traction is the One Metric to Rule Them All,10/6/2017 13:39,4,https://blog.leanstack.com/traction-is-the-one-metric-to-rule-them-all-6da55044a9e4?gi=5b0872c774c9,Link,Chrome,dharanidharanss,Default,83,0
INBANL-PC0EAQF5,https://blog.leanstack.com/traction-is-the-one-metric-to-rule-them-all-6da55044a9e4,Traction is the One Metric to Rule Them All,10/6/2017 13:39,4,https://blog.leanstack.com/traction-is-the-one-metric-to-rule-them-all-6da55044a9e4,Link,Chrome,dharanidharanss,Default,83,0
INBANL-PC0EAQF5,https://blog.leanstack.com/traction-is-the-one-metric-to-rule-them-all-6da55044a9e4?gi=5b0872c774c9,Traction is the One Metric to Rule Them All,10/6/2017 13:39,2,https://medium.com/m/global-identity?redirectUrl=https://blog.leanstack.com/traction-is-the-one-metric-to-rule-them-all-6da55044a9e4,Link,Chrome,dharanidharanss,Default,99,0
INBANL-PC0EAQF5,https://blog.leanstack.com/traction-is-the-one-metric-to-rule-them-all-6da55044a9e4?gi=5b0872c774c9,Traction is the One Metric to Rule Them All,10/6/2017 13:39,2,,Link,Chrome,dharanidharanss,Default,99,0
INBANL-PC0EAQF5,https://blog.stealthbits.com/complete-domain-compromise-with-golden-tickets/,Complete Domain Compromise with Golden Tickets | The Insider Threat Security Blog,10/6/2017 13:32,1,,Reload,Chrome,dharanidharanss,Default,76,0
INBANL-PC0EAQF5,https://blog.stealthbits.com/discovering-service-accounts-without-using-privileges/,Discovering Service Accounts without Using Privileges | The Insider Threat Security Blog,10/6/2017 13:32,1,,Reload,Chrome,dharanidharanss,Default,83,0
INBANL-PC0EAQF5,https://blog.stealthbits.com/service-accounts-attacks-and-how-to-protect-against-them/,4 Service Account Attacks and How to Protect Against Them | The Insider Threat Security Blog,10/6/2017 13:32,1,,Reload,Chrome,dharanidharanss,Default,86,0
INBANL-PC0EAQF5,https://blogs.sans.org/computer-forensics/files/2012/06/SANS-Digital-Forensics-and-Incident-Response-Poster-2012.pdf,SANS-Digital-Forensics-and-Incident-Response-Poster-2012.pdf,10/10/2017 9:37,1,https://www.google.co.in/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&cad=rja&uact=8&ved=0ahUKEwjot6CKl-XWAhUBM48KHQOAANMQFggqMAA&url=https%3A%2F%2Fblogs.sans.org%2Fcomputer-forensics%2Ffiles%2F2012%2F06%2FSANS-Digital-Forensics-and-Incident-Response-Poster-2012.pdf&usg=AOvVaw2CWvzKpo_WNGeUTBCh9NUw,Link,Chrome,dharanidharanss,Default,116,0
INBANL-PC0EAQF5,https://blogs.technet.microsoft.com/heyscriptingguy/2005/07/20/how-can-i-determine-the-date-and-time-that-a-process-started/,"How Can I Determine the Date and Time that a Process Started? – Hey, Scripting Guy! Blog",10/9/2017 14:19,1,,Link,Chrome,dharanidharanss,Default,124,0
INBANL-PC0EAQF5,https://blogs.technet.microsoft.com/nathangau/2017/03/08/using-scom-to-detect-golden-tickets/,Using SCOM to Detect Golden Tickets – Working with System Center,10/6/2017 13:32,1,,Reload,Chrome,dharanidharanss,Default,93,0
INBANL-PC0EAQF5,https://business.f-secure.com/category/resources/endpoint-protection-resources,Endpoint Protection,10/5/2017 9:00,1,https://business.f-secure.com/category/resources/threat-intelligence-resources,Link,Chrome,dharanidharanss,Default,78,0
INBANL-PC0EAQF5,https://business.f-secure.com/category/resources/threat-intelligence-resources,Threat Intelligence,10/5/2017 9:00,1,,Link,Chrome,dharanidharanss,Default,78,0
INBANL-PC0EAQF5,https://business.f-secure.com/edr-market-is-clearly-in-the-gold-rush-days-according-to-gartner-report,"EDR market is clearly in the Gold Rush days, according to Gartner report",10/5/2017 8:44,2,https://www.google.co.in/url?sa=i&rct=j&q=&esrc=s&source=images&cd=&cad=rja&uact=8&ved=0ahUKEwiUgdfrwdjWAhUH6Y8KHc6QA6kQjRwIBw&url=https%3A%2F%2Fbusiness.f-secure.com%2Fedr-market-is-clearly-in-the-gold-rush-days-according-to-gartner-report&psig=AOvVaw0ii0GmEbVHchxShr6lP71R&ust=1507223978286774,Link,Chrome,dharanidharanss,Default,101,0
INBANL-PC0EAQF5,https://business.f-secure.com/edr-market-is-clearly-in-the-gold-rush-days-according-to-gartner-report,"EDR market is clearly in the Gold Rush days, according to Gartner report",10/5/2017 8:45,2,,Link,Chrome,dharanidharanss,Default,101,0
INBANL-PC0EAQF5,https://business.f-secure.com/the-glaring-gap-in-security-posture,The Glaring Gap In Most Companies’ Security Posture – And How to Fix It,10/5/2017 8:46,1,https://business.f-secure.com/the-glaring-gap-in-security-posture/,Link,Chrome,dharanidharanss,Default,65,0
INBANL-PC0EAQF5,https://business.f-secure.com/the-glaring-gap-in-security-posture/,The Glaring Gap In Most Companies’ Security Posture – And How to Fix It,10/5/2017 8:46,1,,Link,Chrome,dharanidharanss,Default,66,0
INBANL-PC0EAQF5,https://c1.microsoft.com/c.gif?DI=4050&did=1&t=,,10/9/2017 12:40,1,,,Internet Explorer 10/11 / Edge,dharanidharanss,,47,
INBANL-PC0EAQF5,https://careers.verizon.com/psc/vzehpra/EMPLOYEE/HRMS/c/B_RS_MENU.B_RS_EA.GBL?JobOpeningID=446656&PostingSeq=1&tid=x_7b39705c-c789-46ae-a5b9-3dbe53e0c933&bid=370&apply=Y,Verizon Application,10/2/2017 13:14,1,http://jobs.verizon.com/jobs/6463769-senior-cyber-analyst?tm_job=446656-1A&tm_event=view&tm_company=781&bid=370&CID=pst,Link,Chrome,dharanidharanss,Default,169,0
INBANL-PC0EAQF5,https://careers.verizon.com/psc/vzehpra/EMPLOYEE/HRMS/c/B_RS_MENU.B_RS_EA.GBL?Page=B_RS_EA_DASHBOARD&Action=U&HRS_PERSON_ID=19863891&TargetFrameName=None,Verizon Application,10/2/2017 13:50,1,https://careers.verizon.com/psc/vzehpra/EMPLOYEE/HRMS/c/B_RS_MENU.B_RS_EA.GBL?Page=B_RS_EA_RESUME_OPT&Action=U&HRS_PERSON_ID=19863891&TargetFrameName=None,Link,Chrome,dharanidharanss,Default,153,0
INBANL-PC0EAQF5,https://careers.verizon.com/psc/vzehpra/EMPLOYEE/HRMS/c/B_RS_MENU.B_RS_EA.GBL?Page=B_RS_EA_RESUME_OPT&Action=U&HRS_PERSON_ID=19863891&TargetFrameName=None,Verizon Application,10/2/2017 13:16,1,https://careers.verizon.com/psc/vzehpra/EMPLOYEE/HRMS/c/B_RS_MENU.B_RS_EA.GBL?JobOpeningID=446656&PostingSeq=1&tid=x_7b39705c-c789-46ae-a5b9-3dbe53e0c933&bid=370&apply=Y,Link,Chrome,dharanidharanss,Default,154,0
INBANL-PC0EAQF5,https://check.torproject.org/cgi-bin/TorBulkExitList.py,Bulk Tor Exit Exporter,10/2/2017 21:47,4,,Link,Chrome,dharanidharanss,Default,55,0
INBANL-PC0EAQF5,https://check.torproject.org/exit-addresses,,10/2/2017 21:47,3,,Link,Chrome,dharanidharanss,Default,43,0
INBANL-PC0EAQF5,https://citrix-ma.splunkcloud.com/en-US/account/login?return_to=%2Fen-US%2Fapp%2Flauncher%2Fhome,,10/4/2017 16:03,6,https://citrix-ma.splunkcloud.com/en-US/app/launcher/home,Auto Bookmark,Chrome,dharanidharanss,Default,96,0
INBANL-PC0EAQF5,https://citrix-ma.splunkcloud.com/en-US/app/launcher/home,Loading...,10/4/2017 16:03,13,https://citrix-ma.splunkcloud.com/saml/acs,Form Submit,Chrome,dharanidharanss,Default,57,4
INBANL-PC0EAQF5,https://citrix-ma.splunkcloud.com/en-US/app/launcher/home,Loading...,10/4/2017 16:03,13,,Auto Bookmark,Chrome,dharanidharanss,Default,57,4
INBANL-PC0EAQF5,https://citrix-ma.splunkcloud.com/en-US/app/search/,Loading...,10/4/2017 16:03,6,,Link,Chrome,dharanidharanss,Default,51,0
INBANL-PC0EAQF5,https://citrix-ma.splunkcloud.com/en-US/app/search/search,Loading...,10/4/2017 16:03,16,https://citrix-ma.splunkcloud.com/en-US/app/search/,Link,Chrome,dharanidharanss,Default,57,0
INBANL-PC0EAQF5,https://citrix-ma.splunkcloud.com/en-US/app/search/search?earliest=-30d%40d&latest=now&q=search%20admin_*%20NOT%20(splunk%20OR%20not_admin_or_g2m)%20source%3D%22%2Fopt%2Fec%2Fservices%2Foauthv2%2Flogs%2Foauth-web.log%22&display.page.search.mode=verbose&dispatch.sample_ratio=1&display.events.type=raw,,10/4/2017 16:17,1,,Link,Chrome,dharanidharanss,Default,300,0
INBANL-PC0EAQF5,https://citrix-ma.splunkcloud.com/en-US/app/search/search?earliest=-30d%40d&latest=now&q=search%20admin_*%20NOT%20(splunk%20OR%20not_admin_or_g2m)%20source%3D%22%2Fopt%2Fec%2Fservices%2Foauthv2%2Flogs%2Foauth-web.log%22&display.page.search.mode=verbose&dispatch.sample_ratio=1&display.events.type=raw&sid=1507114054.4810113,,10/4/2017 16:17,1,,Link,Chrome,dharanidharanss,Default,323,0
INBANL-PC0EAQF5,https://citrix-ma.splunkcloud.com/en-US/app/search/search?earliest=-30d%40d&latest=now&q=search%20admin_*%20NOT%20(splunk%20OR%20not_admin_or_g2m)&display.page.search.mode=verbose&dispatch.sample_ratio=1&display.events.type=raw,,10/4/2017 16:14,1,,Link,Chrome,dharanidharanss,Default,227,0
INBANL-PC0EAQF5,https://citrix-ma.splunkcloud.com/en-US/app/search/search?earliest=-30d%40d&latest=now&q=search%20admin_*%20NOT%20(splunk%20OR%20not_admin_or_g2m)&display.page.search.mode=verbose&dispatch.sample_ratio=1&display.events.type=raw&sid=1507113875.4809663,,10/4/2017 16:14,1,,Link,Chrome,dharanidharanss,Default,250,0
INBANL-PC0EAQF5,https://citrix-ma.splunkcloud.com/en-US/app/search/search?earliest=-30d%40d&latest=now&q=search%20admin_*%20NOT%20splunk&display.page.search.mode=verbose&dispatch.sample_ratio=1&display.events.type=raw,,10/4/2017 16:13,1,,Link,Chrome,dharanidharanss,Default,201,0
INBANL-PC0EAQF5,https://citrix-ma.splunkcloud.com/en-US/app/search/search?earliest=-30d%40d&latest=now&q=search%20admin_*%20NOT%20splunk&display.page.search.mode=verbose&dispatch.sample_ratio=1&display.events.type=raw&sid=1507113831.4809605,,10/4/2017 16:13,1,,Link,Chrome,dharanidharanss,Default,224,0
INBANL-PC0EAQF5,https://citrix-ma.splunkcloud.com/en-US/app/search/search?earliest=-30d%40d&latest=now&q=search%20admin_*%20OR%20admin&display.page.search.mode=verbose&dispatch.sample_ratio=1,,10/4/2017 16:09,1,,Link,Chrome,dharanidharanss,Default,175,0
INBANL-PC0EAQF5,https://citrix-ma.splunkcloud.com/en-US/app/search/search?earliest=-30d%40d&latest=now&q=search%20admin_*%20OR%20admin&display.page.search.mode=verbose&dispatch.sample_ratio=1&sid=1507113582.4809048,,10/4/2017 16:09,1,,Link,Chrome,dharanidharanss,Default,198,0
INBANL-PC0EAQF5,https://citrix-ma.splunkcloud.com/en-US/app/search/search?earliest=-30d%40d&latest=now&q=search%20admin_*%20OR%20admin&display.page.search.mode=verbose&dispatch.sample_ratio=1&sid=1507113582.4809048&display.events.type=raw,,10/4/2017 16:10,1,,Link,Chrome,dharanidharanss,Default,222,0
INBANL-PC0EAQF5,https://citrix-ma.splunkcloud.com/en-US/app/search/search?earliest=-30d%40d&latest=now&q=search%20admin_*&display.page.search.mode=verbose&dispatch.sample_ratio=1&display.events.type=raw,,10/4/2017 16:11,1,,Link,Chrome,dharanidharanss,Default,186,0
INBANL-PC0EAQF5,https://citrix-ma.splunkcloud.com/en-US/app/search/search?earliest=-30d%40d&latest=now&q=search%20admin_*&display.page.search.mode=verbose&dispatch.sample_ratio=1&display.events.type=raw&sid=1507113701.4809395,Loading...,10/4/2017 16:11,1,,Link,Chrome,dharanidharanss,Default,209,0
INBANL-PC0EAQF5,https://citrix-ma.splunkcloud.com/en-US/app/search/search?earliest=-30d%40d&latest=now&q=search%20admin_*&display.page.search.mode=verbose&dispatch.sample_ratio=1&display.events.type=raw&sid=1507113701.4809395,Loading...,10/4/2017 16:12,1,,Reload,Chrome,dharanidharanss,Default,209,0
INBANL-PC0EAQF5,https://citrix-ma.splunkcloud.com/en-US/app/search/search?earliest=-7d%40h&latest=now,,10/4/2017 16:08,1,,Link,Chrome,dharanidharanss,Default,85,0
INBANL-PC0EAQF5,https://citrix-ma.splunkcloud.com/en-US/app/search/search?earliest=-7d%40h&latest=now&q=search%20*%20IN%20(AdminSamK%2C%20UnityInstall%2C%20AdminChristianB%2C%20PasswordReset%2C%20ServiceAcctDomain%2C%20adminvic%2C%20AdminJosh%2C%20CCMdirectory%2C%20AdminLeith%2C%20AdminMikeO%2C%20adminfrank%2C%20service-sbapsync03%2C%20adm_romanyi%2C%20svcacct_qmmex%2C%20long.lam%2C%20AdminUrijah%2C%20adm_marci%2C%20XenDesktopSrv%2C%20svc-IQSonar-scan%2C%20adm_michaelbl%2C%20%0Aadm_dmitrid%2C%20adm_carlosgar%2C%20cv-dag%2C%20adm_josephmi%2C%20adm_izzete%2C%20adm_geney%2C%20eostrander%2C%20djoshi%2C%20praveenkum1%2C%20shanevo%2C%20adm_matthe%2C%20adminjim%2C%20admin_dgyarmati%2C%20admin_iflorian%2C%20admin_jbove%2C%20admin_mhebert%2C%20admin_ohorvath%2C%20admin_tsmith%2C%20svc_solarwinds%2C%20admin_mkuchera%2C%20admin_dkarr)&sid=1507113522.4808984&display.page.search.mode=verbose&dispatch.sample_ratio=1,,10/4/2017 16:08,1,,Link,Chrome,dharanidharanss,Default,899,0
INBANL-PC0EAQF5,https://citrix-ma.splunkcloud.com/en-US/app/search/search?earliest=-7d%40h&latest=now&q=search%20*%20IN%20(AdminSamK%2C%20UnityInstall%2C%20AdminChristianB%2C%20PasswordReset%2C%20ServiceAcctDomain%2C%20adminvic%2C%20AdminJosh%2C%20CCMdirectory%2C%20AdminLeith%2C%20AdminMikeO%2C%20adminfrank%2C%20service-sbapsync03%2C%20adm_romanyi%2C%20svcacct_qmmex%2C%20long.lam%2C%20AdminUrijah%2C%20adm_marci%2C%20XenDesktopSrv%2C%20svc-IQSonar-scan%2C%20adm_michaelbl%2C%20%0D%0Aadm_dmitrid%2C%20adm_carlosgar%2C%20cv-dag%2C%20adm_josephmi%2C%20adm_izzete%2C%20adm_geney%2C%20eostrander%2C%20djoshi%2C%20praveenkum1%2C%20shanevo%2C%20adm_matthe%2C%20adminjim%2C%20admin_dgyarmati%2C%20admin_iflorian%2C%20admin_jbove%2C%20admin_mhebert%2C%20admin_ohorvath%2C%20admin_tsmith%2C%20svc_solarwinds%2C%20admin_mkuchera%2C%20admin_dkarr),,10/4/2017 16:08,1,,Link,Chrome,dharanidharanss,Default,822,0
INBANL-PC0EAQF5,https://citrix-ma.splunkcloud.com/saml/acs,Loading...,10/4/2017 16:03,15,https://login.microsoftonline.com/login.srf?client-request-id=e0a7dec8-29b2-4ea9-a9a4-a7ad7146ea58,Form Submit,Chrome,dharanidharanss,Default,42,0
INBANL-PC0EAQF5,https://clients6.google.com/static/proxy.html?usegapi=1&jsh=m%3B%2F_%2Fscs%2Fabc-static%2F_%2Fjs%2Fk%3Dgapi.gapi.en.ZPSwvoEq44A.O%2Fm%3D__features__%2Fam%3DAAg%2Frt%3Dj%2Fd%3D1%2Frs%3DAHpOoo8-JL5R4cxPdwFdZ0Yu3_ek27rKCQ,,10/10/2017 9:26,1,,,Internet Explorer 10/11 / Edge,dharanidharanss,,218,
INBANL-PC0EAQF5,https://code.google.com/archive/p/lnk-parser,Google Code Archive - Long-term storage for Google Code Project Hosting.,10/10/2017 10:40,1,https://code.google.com/p/lnk-parser/,Link,Chrome,dharanidharanss,Default,44,0
INBANL-PC0EAQF5,https://code.google.com/archive/p/lnk-parser/,,10/10/2017 10:41,2,,Link,Chrome,dharanidharanss,Default,45,0
INBANL-PC0EAQF5,https://code.google.com/archive/p/lnk-parser/,,10/10/2017 10:40,2,,Link,Chrome,dharanidharanss,Default,45,0
INBANL-PC0EAQF5,https://code.google.com/archive/p/lnk-parser/downloads,,10/10/2017 10:41,1,,Link,Chrome,dharanidharanss,Default,54,0
INBANL-PC0EAQF5,https://code.google.com/p/lnk-parser/,Google Code Archive - Long-term storage for Google Code Project Hosting.,10/10/2017 10:40,1,http://code.google.com/p/lnk-parser/,Link,Chrome,dharanidharanss,Default,37,0
INBANL-PC0EAQF5,https://community.logmein.com/t5/custom/page/page-id/LogmeinSso?action=login&redirectreason=permissiondenied&referer=https%3A%2F%2Fcommunity.logmein.com%2Ft5%2FFree-Pro-User-to-User-Support%2FAlternate-Port-to-2002%2Ftd-p%2F3294,LogMeIn Accounts,10/5/2017 9:59,1,http://community.logmein.com/logmein/logmein_sso?action=login&redirectreason=permissiondenied&referer=https%3A%2F%2Fcommunity.logmein.com%2Ft5%2FFree-Pro-User-to-User-Support%2FAlternate-Port-to-2002%2Ftd-p%2F3294,Link,Chrome,dharanidharanss,Default,228,0
INBANL-PC0EAQF5,https://community.logmein.com/t5/Pro/Enabled-but-offline/td-p/2550/page/3,Enabled but offline? - Page 3 - LogMeIn Community,10/5/2017 10:19,1,https://www.google.co.in/url?sa=t&rct=j&q=&esrc=s&source=web&cd=2&cad=rja&uact=8&ved=0ahUKEwjszK2H19jWAhXHgI8KHT87DE8QFggrMAE&url=https%3A%2F%2Fcommunity.logmein.com%2Ft5%2FPro%2FEnabled-but-offline%2Ftd-p%2F2550%2Fpage%2F3&usg=AOvVaw2XSIjashYbxf4O_WKsknuB,Link,Chrome,dharanidharanss,Default,73,0
INBANL-PC0EAQF5,https://community.logmein.com/t5/Rescue/Firewalls-and-Proxy-servers/td-p/5432,Firewalls and Proxy servers - LogMeIn Community,10/5/2017 10:04,1,https://www.google.co.in/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&cad=rja&uact=8&ved=0ahUKEwiO3v-509jWAhUCNY8KHTnUDMQQFgglMAA&url=https%3A%2F%2Fcommunity.logmein.com%2Ft5%2FRescue%2FFirewalls-and-Proxy-servers%2Ftd-p%2F5432&usg=AOvVaw3Q5il36ia4Q90SIxgqGIS0,Link,Chrome,dharanidharanss,Default,77,0
INBANL-PC0EAQF5,https://community.rsa.com/community/products/archer-grc/blog/2017/07/26/rsa-archer-named-a-leader-in-the-2017-gartner-magic-quadrant-for-business-continuity-management-program-solutions-worldwide,RSA Archer Named a Leader in the 2017 Gartner M... | RSA Link,10/6/2017 0:03,3,https://www.google.co.in/url?sa=t&rct=j&q=&esrc=s&source=web&cd=3&cad=rja&uact=8&ved=0ahUKEwiE_Penj9rWAhUJMY8KHWPqAZsQFggwMAI&url=https%3A%2F%2Fcommunity.rsa.com%2Fcommunity%2Fproducts%2Farcher-grc%2Fblog%2F2017%2F07%2F26%2Frsa-archer-named-a-leader-in-the-2017-gartner-magic-quadrant-for-business-continuity-management-program-solutions-worldwide&usg=AOvVaw1I03h1icDY9YYIu8Iy8WMK,Link,Chrome,dharanidharanss,Default,195,0
INBANL-PC0EAQF5,https://community.rsa.com/community/products/archer-grc/blog/2017/07/26/rsa-archer-named-a-leader-in-the-2017-gartner-magic-quadrant-for-business-continuity-management-program-solutions-worldwide,RSA Archer Named a Leader in the 2017 Gartner M... | RSA Link,10/6/2017 0:03,3,https://community.rsa.com/community/products/archer-grc/blog/2017/07/26/rsa-archer-named-a-leader-in-the-2017-gartner-magic-quadrant-for-business-continuity-management-program-solutions-worldwide,Link,Chrome,dharanidharanss,Default,195,0
INBANL-PC0EAQF5,https://community.rsa.com/community/products/archer-grc/blog/2017/07/26/rsa-archer-named-a-leader-in-the-2017-gartner-magic-quadrant-for-business-continuity-management-program-solutions-worldwide,RSA Archer Named a Leader in the 2017 Gartner M... | RSA Link,10/6/2017 0:03,3,,Link,Chrome,dharanidharanss,Default,195,0
INBANL-PC0EAQF5,https://community.spiceworks.com/how_to/111076-using-wmic-to-retrieve-a-list-of-all-installed-programs,Using WMIC to Retrieve a List of All Installed Programs - Windows Forum - Spiceworks,10/6/2017 16:39,1,,Link,Chrome,dharanidharanss,Default,102,0
INBANL-PC0EAQF5,https://community.spiceworks.com/topic/14642-did-anybody-knows-wich-ports-logmein-uses,Did anybody knows wich ports logmein uses - Networking - Spiceworks,10/5/2017 10:10,1,https://www.google.co.in/url?sa=t&rct=j&q=&esrc=s&source=web&cd=4&cad=rja&uact=8&ved=0ahUKEwiO3v-509jWAhUCNY8KHTnUDMQQFgg4MAM&url=https%3A%2F%2Fcommunity.spiceworks.com%2Ftopic%2F14642-did-anybody-knows-wich-ports-logmein-uses&usg=AOvVaw0ncjvLpzudazzM7hGQ3v1Y,Link,Chrome,dharanidharanss,Default,86,0
INBANL-PC0EAQF5,https://confluence.ops.expertcity.com/,Log In - LogMeIn Wiki,10/6/2017 23:11,1,,Typed URL,Chrome,dharanidharanss,Default,38,1
INBANL-PC0EAQF5,https://confluence.ops.expertcity.com/display/AM/Host+Based+Discovery?preview=%2F99938077%2F100032738%2Flookup.xml,Host Based Discovery - Access & Management - LogMeIn Wiki,10/6/2017 23:12,1,,Link,Chrome,dharanidharanss,Default,114,0
INBANL-PC0EAQF5,https://confluence.ops.expertcity.com/display/BP/BitBucket,BitBucket - Business Platform - LogMeIn Wiki,10/6/2017 23:12,1,,Link,Chrome,dharanidharanss,Default,58,0
INBANL-PC0EAQF5,https://confluence.ops.expertcity.com/display/COT/Upgrading+NetScaler+License,,10/6/2017 23:11,8,,,Internet Explorer 10/11 / Edge,dharanidharanss,,77,
INBANL-PC0EAQF5,https://confluence.ops.expertcity.com/display/DOC/How+to+Create+a+Shortcut+in+ClickMeter,How to Create a Shortcut in ClickMeter - Documentation - LogMeIn Wiki,10/6/2017 23:21,1,,Link,Chrome,dharanidharanss,Default,88,0
INBANL-PC0EAQF5,https://confluence.ops.expertcity.com/display/Platform/RaaS+Demos+and+Presentations,RaaS Demos and Presentations - Product Platform - LogMeIn Wiki,10/6/2017 23:26,1,,Link,Chrome,dharanidharanss,Default,83,0
INBANL-PC0EAQF5,https://confluence.ops.expertcity.com/display/PMO/Performance+Monitoring,Performance Monitoring - PMO - LogMeIn Wiki,10/6/2017 23:24,1,,Link,Chrome,dharanidharanss,Default,72,0
INBANL-PC0EAQF5,https://confluence.ops.expertcity.com/display/PMO/Template+Selection,Template Selection - PMO - LogMeIn Wiki,10/6/2017 23:22,1,,Link,Chrome,dharanidharanss,Default,68,0
INBANL-PC0EAQF5,https://confluence.ops.expertcity.com/display/Proj/Contextual+Interviews,Contextual Interviews - Projects - LogMeIn Wiki,10/6/2017 23:22,1,,Link,Chrome,dharanidharanss,Default,72,0
INBANL-PC0EAQF5,https://confluence.ops.expertcity.com/display/Proj/John+Kim,John Kim - Projects - LogMeIn Wiki,10/6/2017 23:22,1,,Link,Chrome,dharanidharanss,Default,59,0
INBANL-PC0EAQF5,https://confluence.ops.expertcity.com/display/Proj/Nish+Malik,Nish Malik - Projects - LogMeIn Wiki,10/6/2017 23:22,1,,Link,Chrome,dharanidharanss,Default,61,0
INBANL-PC0EAQF5,https://confluence.ops.expertcity.com/display/Proj/Sandy+Donnelly,Sandy Donnelly - Projects - LogMeIn Wiki,10/6/2017 23:19,1,,Link,Chrome,dharanidharanss,Default,65,0
INBANL-PC0EAQF5,https://confluence.ops.expertcity.com/display/sync/Automatical+Malware+detection+on+cubby+public+links,Automatical Malware detection on cubby public links - Cubby - LogMeIn Wiki,10/6/2017 23:16,1,,Link,Chrome,dharanidharanss,Default,102,0
INBANL-PC0EAQF5,https://confluence.ops.expertcity.com/dologin.action,Dashboard - LogMeIn Wiki,10/6/2017 23:11,4,https://confluence.ops.expertcity.com/login.action?os_destination=%2Findex.action&permissionViolation=true,Form Submit,Chrome,dharanidharanss,Default,52,0
INBANL-PC0EAQF5,https://confluence.ops.expertcity.com/dosearchsite.action?cql=siteSearch+~+%22docs.google.com%22&queryString=docs.google.com,,10/6/2017 23:12,1,,Link,Chrome,dharanidharanss,Default,124,0
INBANL-PC0EAQF5,https://confluence.ops.expertcity.com/dosearchsite.action?cql=siteSearch+~+%22drive.google.com%22&queryString=drive.google.com,,10/6/2017 23:15,1,,Link,Chrome,dharanidharanss,Default,126,0
INBANL-PC0EAQF5,https://confluence.ops.expertcity.com/dosearchsite.action?cql=siteSearch+~+%22google+docs%22&queryString=google+docs,,10/6/2017 23:19,1,,Link,Chrome,dharanidharanss,Default,116,0
INBANL-PC0EAQF5,https://confluence.ops.expertcity.com/dosearchsite.action?cql=siteSearch+~+%22google+docs%22&queryString=google+docs&startIndex=10,,10/6/2017 23:24,1,,Link,Chrome,dharanidharanss,Default,130,0
INBANL-PC0EAQF5,https://confluence.ops.expertcity.com/dosearchsite.action?queryString=docs.google.com,Search - LogMeIn Wiki,10/6/2017 23:12,1,,Form Submit,Chrome,dharanidharanss,Default,85,0
INBANL-PC0EAQF5,https://confluence.ops.expertcity.com/index.action,Dashboard - LogMeIn Wiki,10/6/2017 23:12,2,,Link,Chrome,dharanidharanss,Default,50,0
INBANL-PC0EAQF5,https://confluence.ops.expertcity.com/index.action,Dashboard - LogMeIn Wiki,10/6/2017 23:11,2,https://confluence.ops.expertcity.com/dologin.action,Form Submit,Chrome,dharanidharanss,Default,50,0
INBANL-PC0EAQF5,https://confluence.ops.expertcity.com/index.action#all-updates,,10/6/2017 23:12,1,https://confluence.ops.expertcity.com/index.action,Link,Chrome,dharanidharanss,Default,62,0
INBANL-PC0EAQF5,https://confluence.ops.expertcity.com/login.action?os_destination=%2Findex.action&permissionViolation=true,Log In - LogMeIn Wiki,10/6/2017 23:11,1,https://confluence.ops.expertcity.com/,Typed URL,Chrome,dharanidharanss,Default,106,0
INBANL-PC0EAQF5,https://confluence.ops.expertcity.com/pages/viewpage.action?pageId=104466512,Android (documentation) - Rescue - LogMeIn Wiki,10/6/2017 23:19,1,,Link,Chrome,dharanidharanss,Default,76,0
INBANL-PC0EAQF5,https://confluence.ops.expertcity.com/pages/viewpage.action?pageId=108000635,Moving a blade server from one chassis/bay to another - Operations Group - LogMeIn Wiki,10/6/2017 23:24,1,,Link,Chrome,dharanidharanss,Default,76,0
INBANL-PC0EAQF5,https://de.indeed.com/,Jobsuche | Indeed,10/2/2017 17:24,1,http://de.indeed.com/,Typed URL,Chrome,dharanidharanss,Default,22,0
INBANL-PC0EAQF5,https://de.indeed.com/cmp/Dell/write-review?campaignid=rezconf&msg=rezconf&rzsl=0&from=rezconf,Schreiben Sie eine Bewertung für Dell | Indeed.com,10/2/2017 17:30,1,http://de.indeed.com/cmp/Dell/write-review?campaignid=rezconf&msg=rezconf&rzsl=0&from=rezconf,Link,Chrome,dharanidharanss,Default,94,0
